mailbox,ticket_summary,interaction_content,innso_typology_ticket_,type_1,type_2,type_3,type_4
support.eu@company.com,termination,cancel subscription soon possible message send android mobile phone gmx mail,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.de@company.com,subscription cancellation,dear customer thank choose company hope email relate request cancel subscription worry understand concern good offer good possible solution datum protection regulation permit delete account subscription behalf customer unsubscribe time follow step company phone setting > account center > payment purchase > subscriptions tap service want unsubscribe official website computer log https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscriptions password free payment tap remove termination debit account month onwards information deactivate subscription find following link https://consumer.company.com/en/support/content/en-us*****(phone)/ access online portal phone browser activate desktop page payment purchase window need assistance request certain reason send follow information 1 company id telephone number country code email address 2 request e.g. cancel company cloud subscription cancel company music subscription cancel company video subscription 3 proof transaction payment bank card copy account statement debit company se 4 digit bank card b payment paypal screenshot payment show invoice number transaction c payment phone phone number charge screenshot phone bill show charge company se hesitate contact assistance kind regard customer service company se company irish law register office loc loc company se provider company mobile service company honor device owner loc loc loc loc country xxxxx@xxxx.com send thursday 01 september phone 05:41 xxxxx@xxxx.com subject cancellation cancel subscription possible date message send android mobile phone gmx mail,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,company support issue submit,dear person thank contact person hope email concern unknown charge charge receive likely relate company service subscription sign privacy concern necessary permission cancel subscription delete account behalf user absolute good assist inquiry provide cancellation step run issue follow find information require able investigate like cancel subscription follow guideline company phone setting > account center > payment purchase > subscription tap service wish cancel subscription computer access official website login https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription password free payment touch remove aware access online portal phone activate desktop version browser subscription disappear account indicate cancel successfully cancel deduction account follow month onward need assistance provide follow information investigate account provide information subscription 1 company d phone number include country code/ email address 2 request e.g. cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge person se 4 digit bank card b payment paypal screenshot payment transaction invoice number available c payment phone phone number charge screenshot phone bill show charge person se question feel free reply email thread happy walk doubt greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact sincerely claudiu person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 22:21 xxxxx@xxxx.com subject person support issue submit product health request request contact person hendry phone number phone contact email address xxxxx@xxxx.com summary issue money take account home | news | event | product | partner | support copyright person se,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,Empty,dear customer thank contact person hope happy assist inquiry base understanding issue relate subscription long need like cancel ask person person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country presently service regard query relate company d account mobile service application available company device cancel subscription follow method company phone setting > account center > payment purchase > subscription tap service wish cancel subscription computer access official website login https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription password free payment touch remove note access website phone enable desktop version payment purchase tab subscription disappear account indicate cancel successfully cancel deduction account start month need assistance provide follow information investigate account provide information subscription company d phone number include country code/ email address proof transaction 1 payment bank card copy bank statement show charge person se 4 digit bank card 2 payment paypal screenshot payment invoice number available p*****(phone 3 payment phone phone number charge screenshot phone bill show charge person se question feel free reply email thread happy walk doubt thank understanding sincerely stela person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 21:36 xxxxx@xxxx.com subject deze tijden van recessie moet ik al pensionista mijn uitgaven beter controleren en kom ik uitgaven tegen die wij het verleden hebben afgesloten en waarvan ik niet weet waar het contract voor dienden person ook dit contract graag zou ik willen weten waar person voor staat en mocht het mij niet meer interesseren welke stappen ik moet onderneman om dit contract op te zeggen,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,cancel,dear person thank contact person hope happy manage cancel subscription ask information refund information provide not proceed refund provide follow information 1 company d phone number include country code/ email address 2 request e.g. cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge person se 4 digit bank card b payment paypal screenshot payment transaction invoice number available c payment phone phone number charge screenshot phone bill show charge person se question feel free reply email thread happy walk doubt sincerely ramón person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 21:12 xxxxx@xxxx.com subject cancel good morning thank quick reply cancel subscription refund detail ‪*****(phone)‬ xxxxx@xxxx.com refund monie take paypal account send company phone dear person thank contact person hope email concern cancel subscription receive refund privacy concern necessary permission cancel subscription behalf user absolute good assist inquiry provide cancellation step run issue follow find information require able investigate follow guideline solve issue company phone setting > account center > payment purchase > subscription tap service wish cancel subscription computer access official website login https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription password free payment touch remove note access website phone enable desktop version payment purchase tab subscription disappear account indicate cancel successfully cancel deduction account follow month onward refund provide follow information 1 company d phone number include country code/ email address 2 request e.g. cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge person se 4 digit bank card b payment paypal screenshot payment transaction invoice number available c payment phone phone number charge screenshot phone bill show charge person se greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely ramón person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.it@company.com,r company support issue submit,dear thank contact like inform charge link company id contact credit card issue bank assistance suspicious activity detect meantime refund 15x20 euro x2 4.56 euro x2 receive money account 10 working day question contact reply email happy help kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send wednesday 31 august phone 8.10pm xxxxx@xxxx.com subject r support issue submit active subscription transaction carry see attach account statement date 28/8 debit account 4 amount 30 minute equal approximately 40 � furthermore credit card charge enter company area accept condition request explanation refund await response datum request information d phone email xxxxx@xxxx.com request cancellation subscription active refund deletion datum record archive send outlook xxxxx@xxxx.com send wednesday 31 august phone 7.43pm xxxxx@xxxx.com subject support issue submit dear email concern concern charge unknown happy assist request good help charge receive probably relate service company subscription subscribe want cancel subscription follow instruction -from company phone setting > account center > payment purchase > subscription tap service want cancel subscription -from computer access official website access https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription payment password tap remove access online portal phone activate desktop version browser subscription disappear account mean successfully cancel cancel deduction account start follow month need assistance provide follow information investigate account provide information subscription 1 company d phone number include country code email address 2 request example cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge 4 digit bank card b payment paypal payment screen invoice number transaction available c payment telephone telephone number charge screen shot telephone bill show charge question feel free reply email happy help resolve doubt greatly appreciate feedback email exchange need input continue improve service invite fill survey soon arrive email address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send wednesday 31 august phone 19:35 xxxxx@xxxx.com subject support issue submit product company d request security concern account compromise contact phone number + phone contact email address xxxxx@xxxx.com summary issue receive 4 unauthorized charge 8/28 appear,in-app purchase / unauthorised charges- bank account,in-app purchase ,suggestion,payment,subscription cancellation
support.de@company.com,cancel subscription,dear customer thank provide request information like thank patience long process apologize have wait little long greatly appreciate cooperation review problem specialized team inform change soon possible kind regard customer service se company irish law register office loc loc se provider company mobile service company honor device owner loc loc loc loc country xxxxx@xxxx.com send wednesday 31 august phone 20:46 xxxxx@xxxx.com subject cancel subscription hello like cancel subscription immediately display loc cancel gspace company d hw_rohrdesignerpatrick_gmail.com_01 thank d. august 31st phone 6:32 p.m. write < xxxxx@xxxx.com > dear customer thank contact hope email request cancel unknown subscription unfortunately privacy reason necessary permission cancel subscription behalf user provide cancellation step problem follow step find information need investigate matter follow guide resolve issue company phone setting > account center > payment purchases > subscriptions tap service want unsubscribe access official website computer log https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription passwordless payment tap remove note access website mobile activate desktop version order payments purchases tab subscription disappear account mean successfully cancel termination debit account follow month onwards need assistance provide follow information verify account provide information subscription 1 company id phone number country code email address 2 request e.g. b. cancel company cloud subscription cancel company music subscription cancel company video subscription 3 proof transaction payment bank card copy account statement debit se 4 digit bank card b payment paypal screenshot payment number transaction invoice available c payment phone phone number charge screenshot phone bill show charge se happy receive feedback email exchange need input improve service invite complete survey receive shortly email address contact question feel free reply email thread happy help kind regard andrea customer support team se company incorporate law loc headquarters loc loc se provider company mobile service company honor device owner europe canada loc new zealand country xxxxx@xxxx.com send wednesday 31 august phone 6:16 p.m. xxxxx@xxxx.com subject cancel subscription cancel subscription immediate effect mfg phone,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.de@company.com,cancel subscription,dear customer like thank patience long process apologize waiting time internal team tell transaction p*****(phone)a97e71 gspace 1 month subscription account rohrdes....xxxxx@xxxx.com issue final case lose access pay feature app fee charge hesitate contact assistance kind regard customer service se company irish law register office loc loc se provider company mobile service company honor device owner loc loc loc loc country xxxxx@xxxx.com send wednesday 31 august phone 20:46 xxxxx@xxxx.com subject cancel subscription hello like cancel subscription immediately display loc cancel gspace company d hw_rohrdesignerpatrick_gmail.com_01 thank d. august 31st phone 6:32 p.m. write < xxxxx@xxxx.com > dear customer thank contact hope email request cancel unknown subscription unfortunately privacy reason necessary permission cancel subscription behalf user provide cancellation step problem follow step find information need investigate matter follow guide resolve issue company phone setting > account center > payment purchases > subscriptions tap service want unsubscribe access official website computer log https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription passwordless payment tap remove note access website mobile activate desktop version order payments purchases tab subscription disappear account mean successfully cancel termination debit account follow month onwards need assistance provide follow information verify account provide information subscription 1 company id phone number country code email address 2 request e.g. b. cancel company cloud subscription cancel company music subscription cancel company video subscription 3 proof transaction payment bank card copy account statement debit se 4 digit bank card b payment paypal screenshot payment number transaction invoice available c payment phone phone number charge screenshot phone bill show charge se happy receive feedback email exchange need input improve service invite complete survey receive shortly email address contact question feel free reply email thread happy help kind regard andrea customer support team se company incorporate law loc headquarters loc loc se provider company mobile service company honor device owner europe canada loc new zealand country xxxxx@xxxx.com send wednesday 31 august phone 6:16 p.m. xxxxx@xxxx.com subject cancel subscription cancel subscription immediate effect mfg phone,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,el order,dear person thank patience investigation find purchase cloud subscription active account link phone) *****(phone suggest login phone number https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 19:49 xxxxx@xxxx.com subject el order thank email able follow instruction subscription password free payment remove button come screen click advise kind regard person welsh outlook android xxxxx@xxxx.com send wednesday august 31 phone 10:47:26 xxxxx@xxxx.com subject el order dear person thank reach truly apologize misunderstanding previous interaction request cancel order/ subscription gladly walk process cancel payment subscription account necessary permission cancel behalf user https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window issue cancel question feel free reply email thread happy walk doubt sincerely cristiana person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send tuesday 30 august phone 21:25 xxxxx@xxxx.com subject el order hello recent enquiry cancel order know sky tone familiar appreciate support matter kind regard person welsh outlook android xxxxx@xxxx.com send thursday august 25 phone 10:28:43 xxxxx@xxxx.com subject el order dear customer thank contact person hope email concern cancel order person worry good solve problem 1 cancel order activate expire go skytone > > order > available touch order want cancel touch cancel order payment refund 2 cancel order activate expire succeed come email transfer case internal team greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely silvia person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 24 august phone 22:42 xxxxx@xxxx.com subject el order hello like,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,el order,try tell account invalid unsupported frustrating order cancel 79p dire t debit advise thank outlook android xxxxx@xxxx.com send thursday september 1 phone 10:04:08 xxxxx@xxxx.com subject el order dear person thank patience investigation find purchase cloud subscription active account link phone) *****(phone suggest login phone number https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 19:49 xxxxx@xxxx.com subject el order thank email able follow instruction subscription password free payment remove button come screen click advise kind regard person welsh outlook android xxxxx@xxxx.com send wednesday august 31 phone 10:47:26 xxxxx@xxxx.com subject el order dear person thank reach truly apologize misunderstanding previous interaction request cancel order/ subscription gladly walk process cancel payment subscription account necessary permission cancel behalf user https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window issue cancel question feel free reply email thread happy walk doubt sincerely cristiana person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send tuesday 30 august phone 21:25 xxxxx@xxxx.com subject el order hello recent enquiry cancel order know sky tone familiar appreciate support matter kind regard person welsh outlook android xxxxx@xxxx.com send thursday august 25 phone 10:28:43 xxxxx@xxxx.com subject el order dear customer thank contact person hope email concern cancel order person worry good solve problem 1 cancel order activate expire go skytone > > order > available touch order want cancel touch cancel order payment refund 2 cancel order activate expire succeed come email transfer case internal team greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely silvia person customer support team person se company incorporate law ireland headquarters,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,el order,dear person thank patience sorry inconvenience pass glad announce issue refund payment refund subscription automatically cancel charge future possibility se refund 5 working day bank account thank contact greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send thursday 01 september phone 13:30 xxxxx@xxxx.com subject el order try tell account invalid unsupported frustrating order cancel 79p dire t debit advise thank outlook android xxxxx@xxxx.com send thursday september 1 phone 10:04:08 xxxxx@xxxx.com subject el order dear person thank patience investigation find purchase cloud subscription active account link phone) *****(phone suggest login phone number https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 19:49 xxxxx@xxxx.com subject el order thank email able follow instruction subscription password free payment remove button come screen click advise kind regard person welsh outlook android xxxxx@xxxx.com send wednesday august 31 phone 10:47:26 xxxxx@xxxx.com subject el order dear person thank reach truly apologize misunderstanding previous interaction request cancel order/ subscription gladly walk process cancel payment subscription account necessary permission cancel behalf user https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window issue cancel question feel free reply email thread happy walk doubt sincerely cristiana person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send tuesday 30 august phone 21:25 xxxxx@xxxx.com subject el order hello recent enquiry cancel order know sky tone familiar appreciate support matter kind regard p,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,el order,thank kindly outlook android xxxxx@xxxx.com send thursday september 1 phone 3:55:23 pm xxxxx@xxxx.com subject el order dear person thank patience sorry inconvenience pass glad announce issue refund payment refund subscription automatically cancel charge future possibility se refund 5 working day bank account thank contact greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send thursday 01 september phone 13:30 xxxxx@xxxx.com subject el order try tell account invalid unsupported frustrating order cancel 79p dire t debit advise thank outlook android xxxxx@xxxx.com send thursday september 1 phone 10:04:08 xxxxx@xxxx.com subject el order dear person thank patience investigation find purchase cloud subscription active account link phone) *****(phone suggest login phone number https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 19:49 xxxxx@xxxx.com subject el order thank email able follow instruction subscription password free payment remove button come screen click advise kind regard person welsh outlook android xxxxx@xxxx.com send wednesday august 31 phone 10:47:26 xxxxx@xxxx.com subject el order dear person thank reach truly apologize misunderstanding previous interaction request cancel order/ subscription gladly walk process cancel payment subscription account necessary permission cancel behalf user https://id7.cloud.company.com/cas/portal/login.html > log > account center > payment purchase > subscription password free payment click remove access online portal phone browser enable desktop site menu bar able payment purchase window issue cancel question feel free reply email thread happy walk doubt sincerely cristiana person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send tuesday 30 august phone 21:25 xxxxx@xxxx.com subject el order hello recen,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.eu@company.com,c,dear customer thank contact person hope like follow case raise monday 29 august phone state like cancel subscription unfortunately allow delete account subscription behalf customer privacy policy unsubscribe time follow step computer access official website login https://id7.cloud.company.com/cas/portal/login.html account security > payment purchase > subscription password free payment touch remove note access website phone enable desktop version payment purchase tab subscription disappear account indicate cancel successfully cancel deduction account start month need assistance provide follow information investigate account provide information subscription 1 company d phone number include country code/ email address 2 proof transaction payment bank card copy bank statement show charge person se 4 digit bank card b payment paypal screenshot payment transaction invoice number available c payment phone phone number charge screenshot phone bill show charge person se greatly appreciate feedback email exchange need input improve service invite fill survey soon arrive email address contact question feel free reply email thread happy walk doubt sincerely alexandra person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send monday 29 august phone 14:07 xxxxx@xxxx.com subject c hi phone anymore cancel payment send iphone 29 aug phone 10:43 xxxxx@xxxx.com write dear customer thank contact person hope happy assist inquiry order good solution clarify request follow information -your company d. -problem detail -when problem occur -company d registration country setting > company d > setting > -screenshot issue -hms company mobile service setting > company d > setting > -company cloud version setting > company d > cloud > setting > -emui version setting > company d > setting > glad help anytime thank understanding sincerely alexia person customer support team person se company incorporate law ireland headquarters dublin ireland person se provider company mobile service company honor device owner loc canada australia new zealand country xxxxx@xxxx.com send monday 29 august phone 11:26 xxxxx@xxxx.com subject c send iphone phone,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.it@company.com,company support issue submit,person thank patience confirm suspicious activity detect inform refund 15.20 eurosx8 receive money bank account 10 working day contact issue bank assistance sorry deal unpleasant situation question hesitate reply email happy help resolve doubt furthermore greatly appreciate feedback email exchange need input continue improve service invite fill survey soon receive e mail address contact kind regard person ad company team person company incorporate law ireland base dublin ireland.*****(person mobile company service provider company honor device owner europe canada australia new zealand country xxxxx@xxxx.com send wednesday 31 august phone 09:53 xxxxx@xxxx.com subject person support issue submit send libero mail android monday 29 august phone 01:45pm +02:00 xxxxx@xxxx.com person thank contact unable find payment system link company d michele****libero account confirm amount debit person unable screenshot debit person click payment detail e.g. exact time transaction number etc.).\ apologize inconvenience process cause question feel free contact reply email kind regard person ad company team person company incorporate law ireland base dublin ireland.*****(person mobile company service provider company honor device owner europe canada australia new zealand country xxxxx@xxxx.com send monday 29 august phone 09:58 xxxxx@xxxx.com subject person support issue submit phone number card send libero mail android monday 29 august phone 09:40am +02:00 xxxxx@xxxx.com dear person thank contact person hope email concern unknown charge happy assist inquiry absolute good help charge receive likely relate company service subscription sign judge price likely company cloud subscription like cancel subscription follow guideline company phone setting > account center > payment purchase > subscription tap service wish cancel subscription computer access official website login https://id7.cloud.company.com/cas/portal/login.html payment purchase > subscription password free payment touch remove aware access online portal phone activate desktop version browser subscription disappear account indicate cancel successfully cancel deduction account follow month forward need assistance provide follow information investigate account provide information subscription 1 company d phone number include country code/ email address 2 request e.g. cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge person 4 digit bank card b payment paypal screenshot payment transaction invoice number available c payment phone phone number charge screenshot phone bill show charge person question feel free reply email thread happy walk doubt sincerely person person customer support team person company incorporate law ireland headquarters dublin ireland person provider company m,in-app purchase / cancel /terminate subscription,in-app purchase ,suggestion,payment,subscription cancellation
support.it@company.com,payment,dear thank patience confirm suspicious activity detect inform refund 7.60 x4 euro + 4.56 receive money bank account 10 working day contact bank assistance sorry face unpleasant situation question hesitate reply email happy help resolve doubt furthermore greatly appreciate feedback email exchange need input continue improve service invite fill survey soon receive e mail address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send tuesday 30 august phone 14:17 xxxxx@xxxx.com subject payment confirm telephone number unknown proceed support refund thank canova 370-*****(phone tue aug 30 phone 1.17pm < xxxxx@xxxx.com > write dear thank contact number question telephone number connect account payment card recognize telephone number inform ask support apologize inconvenience process cause question feel free contact reply email kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send tuesday 30 august phone 12:42 xxxxx@xxxx.com subject payment good morning thank help number phone)**********(phone credit card error canova 370-*****(phone tue aug 30 phone 12:01 < xxxxx@xxxx.com > write kind ms canova thank contact contact following request unknown payment charge appear relate app purchase account link phone)**********(phone knight farm game question contact reply email happy help kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country phone phone,in-app purchase / unauthorised charges- bank account,in-app purchase ,problem/fault,payment issue,risk control
support.it@company.com,refund,dear thank patience confirm suspicious activity detect inform refund 7.60 x 4 +4.56 receive money bank account 10 working day contact issue bank assistance sorry deal unpleasant situation question hesitate reply email happy help resolve doubt furthermore greatly appreciate feedback email exchange need input continue improve service invite fill survey soon receive e mail address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send tuesday 30 august phone 18:53 xxxxx@xxxx.com subject refund good evening give investigation able ascertain purchase concern evident illicit payment ask refund cancel fraudulent purchase video game regard fava 08/30/22 1.48pm xxxxx@xxxx.com write kind thank contact hope email refund request charge appear relate app purchase account link phone)**********(phone game knight farm company account question feel free reply email happy help resolve doubt greatly appreciate feedback email exchange need input continue improve service invite fill survey soon send email address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send monday 29 august phone 18:07 xxxxx@xxxx.com subject refund 1 + phone xxxxx@xxxx.com 2 subscription cancellation unknown sign subscription 3 attach screenshot app manage card end phone 4 charge 7.60 euro 1 charge 4.56 euro regard fava 08/28/22 8.51pm xxxxx@xxxx.com write kind thank contact hope email concern refund request worry completely understand request good help provide good solution available provide following information investigate account provide information subscription 1 company id phone number include country code email address 2 request example cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge 4 digit bank card b payment paypal payment screen invoice number transaction available c payment telephone telephone number charge screen shot telephone bill show charge question hesitate contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send sunday 28 august phone 20:12 xxxxx@xxxx.com subject support issue submit product product request request contact fava phone number + phone,in-app purchase / unauthorised charges- bank account,in-app purchase ,problem/fault,payment issue,risk control
support.it@company.com,refund,dear thank work await confidently greeting 09/01/22 12:33 xxxxx@xxxx.com write dear thank patience confirm suspicious activity detect inform refund 7.60 x 4 +4.56 receive money bank account 10 working day contact issue bank assistance sorry deal unpleasant situation question hesitate reply email happy help resolve doubt furthermore greatly appreciate feedback email exchange need input continue improve service invite fill survey soon receive e mail address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send tuesday 30 august phone 18:53 xxxxx@xxxx.com subject refund good evening give investigation able ascertain purchase concern evident illicit payment ask refund cancel fraudulent purchase video game regard 08/30/22 13:48 xxxxx@xxxx.com write kind thank contact hope email refund request charge appear relate app purchase account link phone)**********(phone game knight farm company account question feel free reply email happy help resolve doubt greatly appreciate feedback email exchange need input continue improve service invite fill survey soon send email address contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send monday 29 august phone 18:07 xxxxx@xxxx.com subject refund 1 + phone xxxxx@xxxx.com 2 subscription cancellation unknown sign subscription 3 attach screenshot app manage card end phone 4 charge 7.60 euro 1 charge 4.56 euro regard 08/28/22 20:51 xxxxx@xxxx.com write kind thank contact hope email concern refund request worry completely understand request good help provide good solution available provide following information investigate account provide information subscription 1 company id phone number include country code email address 2 request example cancel company cloud subscription/ cancel company music subscription/ cancel company video subscription 3 proof transaction payment bank card copy bank statement show charge 4 digit bank card b payment paypal payment screen invoice number transaction available c payment telephone telephone number charge screen shot telephone bill show charge question hesitate contact kind regard ad company team company incorporate law ireland base loc loc).*****(for company mobile service provider company honor device owner loc loc loc loc country xxxxx@xxxx.com send sunday 28 august phone 8.12pm xxxxx@xxxx.com subject p,in-app purchase / unauthorised charges- bank account,in-app purchase ,problem/fault,payment issue,risk control
